Date,Time,DateTime,Height,Tide_Type,Station_Code,Station_Name,Year
16/1/2023,3:41,16/1/2023 3:41,1.46,低潮 (Low Tide),TMW,Tai Miu Wan (大廟灣),2023
16/1/2023,3:47,16/1/2023 3:47,1.49,低潮 (Low Tide),QUB,Quarry Bay (?魚涌),2023
16/1/2023,9:12,16/1/2023 9:12,1.01,低潮 (Low Tide),KLW,Ko Lau Wan (高流灣),2023
16/1/2023,9:12,16/1/2023 9:12,1.06,低潮 (Low Tide),TPK,Tai Po Kau (大埔滘),2023
16/1/2023,16:36,16/1/2023 16:36,1.9,高潮 (High Tide),CCH,Cheung Chau (長洲),2023
16/1/2023,16:36,16/1/2023 16:36,1.84,高潮 (High Tide),TMW,Tai Miu Wan (大廟灣),2023
16/1/2023,16:37,16/1/2023 16:37,1.91,高潮 (High Tide),KCT,Kwai Chung (葵涌),2023
16/1/2023,16:40,16/1/2023 16:40,1.98,高潮 (High Tide),WAG,Waglan Island (橫瀾島),2023
16/1/2023,16:41,16/1/2023 16:41,1.88,高潮 (High Tide),QUB,Quarry Bay (?魚涌),2023
16/1/2023,16:41,16/1/2023 16:41,1.92,高潮 (High Tide),SPW,Shek Pik (石壁),2023
16/1/2023,16:44,16/1/2023 16:44,1.91,高潮 (High Tide),MWC,Ma Wan (馬灣),2023
16/1/2023,16:54,16/1/2023 16:54,1.98,高潮 (High Tide),TAO,Tai O (大澳),2023
16/1/2023,16:57,16/1/2023 16:57,1.96,高潮 (High Tide),CLK,Chek Lap Kok (赤?角),2023
16/1/2023,17:06,16/1/2023 17:06,2.08,高潮 (High Tide),TBT,Tsim Bei Tsui (尖鼻咀),2023
16/1/2023,22:34,16/1/2023 22:34,1.16,低潮 (Low Tide),KLW,Ko Lau Wan (高流灣),2023
16/1/2023,22:34,16/1/2023 22:34,1.22,低潮 (Low Tide),TPK,Tai Po Kau (大埔滘),2023
16/1/2023,22:59,16/1/2023 22:59,1.17,低潮 (Low Tide),TMW,Tai Miu Wan (大廟灣),2023
16/1/2023,22:59,16/1/2023 22:59,1.31,低潮 (Low Tide),WAG,Waglan Island (橫瀾島),2023
16/1/2023,23:08,16/1/2023 23:08,1.17,低潮 (Low Tide),QUB,Quarry Bay (?魚涌),2023
16/1/2023,23:14,16/1/2023 23:14,1.15,低潮 (Low Tide),CCH,Cheung Chau (長洲),2023
16/1/2023,23:15,16/1/2023 23:15,1.14,低潮 (Low Tide),KCT,Kwai Chung (葵涌),2023
16/1/2023,23:26,16/1/2023 23:26,1.1,低潮 (Low Tide),MWC,Ma Wan (馬灣),2023
16/1/2023,23:28,16/1/2023 23:28,1.12,低潮 (Low Tide),SPW,Shek Pik (石壁),2023
16/1/2023,23:44,16/1/2023 23:44,1.08,低潮 (Low Tide),TAO,Tai O (大澳),2023
16/1/2023,23:57,16/1/2023 23:57,1.05,低潮 (Low Tide),CLK,Chek Lap Kok (赤?角),2023
17/1/2023,0:29,17/1/2023 0:29,0.99,低潮 (Low Tide),TBT,Tsim Bei Tsui (尖鼻咀),2023
17/1/2023,5:40,17/1/2023 5:40,1.36,低潮 (Low Tide),KLW,Ko Lau Wan (高流灣),2023
17/1/2023,5:40,17/1/2023 5:40,1.4,低潮 (Low Tide),TPK,Tai Po Kau (大埔滘),2023
17/1/2023,5:41,17/1/2023 5:41,1.39,低潮 (Low Tide),KCT,Kwai Chung (葵涌),2023
17/1/2023,5:42,17/1/2023 5:42,1.37,低潮 (Low Tide),CCH,Cheung Chau (長洲),2023
17/1/2023,5:44,17/1/2023 5:44,1.34,低潮 (Low Tide),TMW,Tai Miu Wan (大廟灣),2023
17/1/2023,5:45,17/1/2023 5:45,1.48,低潮 (Low Tide),WAG,Waglan Island (橫瀾島),2023
17/1/2023,5:46,17/1/2023 5:46,1.36,低潮 (Low Tide),MWC,Ma Wan (馬灣),2023
17/1/2023,5:46,17/1/2023 5:46,1.38,低潮 (Low Tide),QUB,Quarry Bay (?魚涌),2023
17/1/2023,5:51,17/1/2023 5:51,1.38,低潮 (Low Tide),SPW,Shek Pik (石壁),2023
17/1/2023,6:02,17/1/2023 6:02,1.37,低潮 (Low Tide),CLK,Chek Lap Kok (赤?角),2023
17/1/2023,6:13,17/1/2023 6:13,1.4,低潮 (Low Tide),TAO,Tai O (大澳),2023
17/1/2023,12:00,17/1/2023 12:00,1.08,低潮 (Low Tide),TBT,Tsim Bei Tsui (尖鼻咀),2023
17/1/2023,17:12,17/1/2023 17:12,2,高潮 (High Tide),TMW,Tai Miu Wan (大廟灣),2023
17/1/2023,17:13,17/1/2023 17:13,2.06,高潮 (High Tide),CCH,Cheung Chau (長洲),2023
17/1/2023,17:14,17/1/2023 17:14,2.13,高潮 (High Tide),WAG,Waglan Island (橫瀾島),2023
17/1/2023,17:15,17/1/2023 17:15,2.07,高潮 (High Tide),KCT,Kwai Chung (葵涌),2023
17/1/2023,17:18,17/1/2023 17:18,2.04,高潮 (High Tide),QUB,Quarry Bay (?魚涌),2023
17/1/2023,17:20,17/1/2023 17:20,2.09,高潮 (High Tide),SPW,Shek Pik (石壁),2023
17/1/2023,17:23,17/1/2023 17:23,2.09,高潮 (High Tide),MWC,Ma Wan (馬灣),2023
17/1/2023,17:27,17/1/2023 17:27,1.98,高潮 (High Tide),KLW,Ko Lau Wan (高流灣),2023
17/1/2023,17:27,17/1/2023 17:27,2.03,高潮 (High Tide),TPK,Tai Po Kau (大埔滘),2023
17/1/2023,17:37,17/1/2023 17:37,2.16,高潮 (High Tide),TAO,Tai O (大澳),2023
17/1/2023,17:41,17/1/2023 17:41,2.14,高潮 (High Tide),CLK,Chek Lap Kok (赤?角),2023
17/1/2023,17:54,17/1/2023 17:54,2.31,高潮 (High Tide),TBT,Tsim Bei Tsui (尖鼻咀),2023
18/1/2023,0:05,18/1/2023 0:05,0.95,低潮 (Low Tide),KLW,Ko Lau Wan (高流灣),2023
18/1/2023,0:05,18/1/2023 0:05,1.01,低潮 (Low Tide),TPK,Tai Po Kau (大埔滘),2023
18/1/2023,0:39,18/1/2023 0:39,0.93,低潮 (Low Tide),TMW,Tai Miu Wan (大廟灣),2023
18/1/2023,0:41,18/1/2023 0:41,0.91,低潮 (Low Tide),KCT,Kwai Chung (葵涌),2023
18/1/2023,0:42,18/1/2023 0:42,0.94,低潮 (Low Tide),QUB,Quarry Bay (?魚涌),2023
18/1/2023,0:45,18/1/2023 0:45,0.91,低潮 (Low Tide),CCH,Cheung Chau (長洲),2023
18/1/2023,0:45,18/1/2023 0:45,1.09,低潮 (Low Tide),WAG,Waglan Island (橫瀾島),2023
18/1/2023,0:52,18/1/2023 0:52,0.86,低潮 (Low Tide),SPW,Shek Pik (石壁),2023
18/1/2023,1:03,18/1/2023 1:03,0.81,低潮 (Low Tide),TAO,Tai O (大澳),2023
18/1/2023,1:05,18/1/2023 1:05,0.86,低潮 (Low Tide),MWC,Ma Wan (馬灣),2023
18/1/2023,1:28,18/1/2023 1:28,0.79,低潮 (Low Tide),CLK,Chek Lap Kok (赤?角),2023
18/1/2023,2:06,18/1/2023 2:06,0.76,低潮 (Low Tide),TBT,Tsim Bei Tsui (尖鼻咀),2023
18/1/2023,10:37,18/1/2023 10:37,1.36,低潮 (Low Tide),WAG,Waglan Island (橫瀾島),2023
18/1/2023,10:40,18/1/2023 10:40,1.22,低潮 (Low Tide),TMW,Tai Miu Wan (大廟灣),2023
18/1/2023,10:47,18/1/2023 10:47,1.25,低潮 (Low Tide),QUB,Quarry Bay (?魚涌),2023
18/1/2023,10:50,18/1/2023 10:50,1.17,低潮 (Low Tide),KLW,Ko Lau Wan (高流灣),2023
18/1/2023,10:50,18/1/2023 10:50,1.22,低潮 (Low Tide),TPK,Tai Po Kau (大埔滘),2023
18/1/2023,10:51,18/1/2023 10:51,1.26,低潮 (Low Tide),CCH,Cheung Chau (長洲),2023
18/1/2023,10:56,18/1/2023 10:56,1.26,低潮 (Low Tide),KCT,Kwai Chung (葵涌),2023
18/1/2023,11:08,18/1/2023 11:08,1.25,低潮 (Low Tide),SPW,Shek Pik (石壁),2023
18/1/2023,11:09,18/1/2023 11:09,1.23,低潮 (Low Tide),MWC,Ma Wan (馬灣),2023
18/1/2023,11:36,18/1/2023 11:36,1.26,低潮 (Low Tide),TAO,Tai O (大澳),2023
18/1/2023,11:53,18/1/2023 11:53,1.23,低潮 (Low Tide),CLK,Chek Lap Kok (赤?角),2023
18/1/2023,13:03,18/1/2023 13:03,1.19,低潮 (Low Tide),TBT,Tsim Bei Tsui (尖鼻咀),2023
18/1/2023,17:48,18/1/2023 17:48,2.17,高潮 (High Tide),TMW,Tai Miu Wan (大廟灣),2023
18/1/2023,17:49,18/1/2023 17:49,2.31,高潮 (High Tide),WAG,Waglan Island (橫瀾島),2023
18/1/2023,17:50,18/1/2023 17:50,2.25,高潮 (High Tide),CCH,Cheung Chau (長洲),2023
18/1/2023,17:56,18/1/2023 17:56,2.25,高潮 (High Tide),KCT,Kwai Chung (葵涌),2023
18/1/2023,17:56,18/1/2023 17:56,2.22,高潮 (High Tide),QUB,Quarry Bay (?魚涌),2023
18/1/2023,18:00,18/1/2023 18:00,2.28,高潮 (High Tide),SPW,Shek Pik (石壁),2023
18/1/2023,18:04,18/1/2023 18:04,2.28,高潮 (High Tide),MWC,Ma Wan (馬灣),2023
18/1/2023,18:08,18/1/2023 18:08,2.13,高潮 (High Tide),KLW,Ko Lau Wan (高流灣),2023
18/1/2023,18:08,18/1/2023 18:08,2.19,高潮 (High Tide),TPK,Tai Po Kau (大埔滘),2023
18/1/2023,18:22,18/1/2023 18:22,2.36,高潮 (High Tide),TAO,Tai O (大澳),2023
18/1/2023,18:26,18/1/2023 18:26,2.35,高潮 (High Tide),CLK,Chek Lap Kok (赤?角),2023
18/1/2023,18:43,18/1/2023 18:43,2.56,高潮 (High Tide),TBT,Tsim Bei Tsui (尖鼻咀),2023
19/1/2023,1:13,19/1/2023 1:13,0.7,低潮 (Low Tide),KLW,Ko Lau Wan (高流灣),2023
19/1/2023,1:13,19/1/2023 1:13,0.78,低潮 (Low Tide),TPK,Tai Po Kau (大埔滘),2023
19/1/2023,1:42,19/1/2023 1:42,0.68,低潮 (Low Tide),TMW,Tai Miu Wan (大廟灣),2023
19/1/2023,1:47,19/1/2023 1:47,0.83,低潮 (Low Tide),WAG,Waglan Island (橫瀾島),2023
19/1/2023,1:48,19/1/2023 1:48,0.65,低潮 (Low Tide),KCT,Kwai Chung (葵涌),2023
19/1/2023,1:49,19/1/2023 1:49,0.69,低潮 (Low Tide),QUB,Quarry Bay (?魚涌),2023
19/1/2023,1:51,19/1/2023 1:51,0.64,低潮 (Low Tide),CCH,Cheung Chau (長洲),2023
19/1/2023,1:54,19/1/2023 1:54,0.58,低潮 (Low Tide),SPW,Shek Pik (石壁),2023
19/1/2023,2:05,19/1/2023 2:05,0.51,低潮 (Low Tide),TAO,Tai O (大澳),2023
19/1/2023,2:10,19/1/2023 2:10,0.6,低潮 (Low Tide),MWC,Ma Wan (馬灣),2023
19/1/2023,2:35,19/1/2023 2:35,0.52,低潮 (Low Tide),CLK,Chek Lap Kok (赤?角),2023
19/1/2023,3:32,19/1/2023 3:32,0.49,低潮 (Low Tide),TBT,Tsim Bei Tsui (尖鼻咀),2023
19/1/2023,11:29,19/1/2023 11:29,1.4,低潮 (Low Tide),WAG,Waglan Island (橫瀾島),2023
19/1/2023,11:32,19/1/2023 11:32,1.26,低潮 (Low Tide),TMW,Tai Miu Wan (大廟灣),2023
19/1/2023,11:40,19/1/2023 11:40,1.29,低潮 (Low Tide),QUB,Quarry Bay (?魚涌),2023
19/1/2023,11:43,19/1/2023 11:43,1.21,低潮 (Low Tide),KLW,Ko Lau Wan (高流灣),2023
19/1/2023,11:43,19/1/2023 11:43,1.26,低潮 (Low Tide),TPK,Tai Po Kau (大埔滘),2023
19/1/2023,11:45,19/1/2023 11:45,1.31,低潮 (Low Tide),CCH,Cheung Chau (長洲),2023
19/1/2023,11:49,19/1/2023 11:49,1.31,低潮 (Low Tide),KCT,Kwai Chung (葵涌),2023
19/1/2023,12:01,19/1/2023 12:01,1.31,低潮 (Low Tide),SPW,Shek Pik (石壁),2023
19/1/2023,12:03,19/1/2023 12:03,1.28,低潮 (Low Tide),MWC,Ma Wan (馬灣),2023
19/1/2023,12:36,19/1/2023 12:36,1.32,低潮 (Low Tide),TAO,Tai O (大澳),2023
19/1/2023,12:50,19/1/2023 12:50,1.29,低潮 (Low Tide),CLK,Chek Lap Kok (赤?角),2023
19/1/2023,13:58,19/1/2023 13:58,1.25,低潮 (Low Tide),TBT,Tsim Bei Tsui (尖鼻咀),2023
19/1/2023,18:28,19/1/2023 18:28,2.34,高潮 (High Tide),TMW,Tai Miu Wan (大廟灣),2023
19/1/2023,18:30,19/1/2023 18:30,2.48,高潮 (High Tide),WAG,Waglan Island (橫瀾島),2023
19/1/2023,18:32,19/1/2023 18:32,2.43,高潮 (High Tide),CCH,Cheung Chau (長洲),2023
19/1/2023,18:39,19/1/2023 18:39,2.39,高潮 (High Tide),QUB,Quarry Bay (?魚涌),2023
19/1/2023,18:42,19/1/2023 18:42,2.43,高潮 (High Tide),KCT,Kwai Chung (葵涌),2023
19/1/2023,18:44,19/1/2023 18:44,2.48,高潮 (High Tide),SPW,Shek Pik (石壁),2023
19/1/2023,18:50,19/1/2023 18:50,2.47,高潮 (High Tide),MWC,Ma Wan (馬灣),2023
19/1/2023,18:57,19/1/2023 18:57,2.28,高潮 (High Tide),KLW,Ko Lau Wan (高流灣),2023
19/1/2023,18:57,19/1/2023 18:57,2.34,高潮 (High Tide),TPK,Tai Po Kau (大埔滘),2023
19/1/2023,19:09,19/1/2023 19:09,2.56,高潮 (High Tide),TAO,Tai O (大澳),2023
19/1/2023,19:15,19/1/2023 19:15,2.55,高潮 (High Tide),CLK,Chek Lap Kok (赤?角),2023
19/1/2023,19:32,19/1/2023 19:32,2.8,高潮 (High Tide),TBT,Tsim Bei Tsui (尖鼻咀),2023
20/1/2023,2:07,20/1/2023 2:07,0.47,低潮 (Low Tide),KLW,Ko Lau Wan (高流灣),2023
20/1/2023,2:07,20/1/2023 2:07,0.55,低潮 (Low Tide),TPK,Tai Po Kau (大埔滘),2023
20/1/2023,2:31,20/1/2023 2:31,0.46,低潮 (Low Tide),TMW,Tai Miu Wan (大廟灣),2023
20/1/2023,2:35,20/1/2023 2:35,0.61,低潮 (Low Tide),WAG,Waglan Island (橫瀾島),2023
20/1/2023,2:39,20/1/2023 2:39,0.46,低潮 (Low Tide),QUB,Quarry Bay (?魚涌),2023
20/1/2023,2:41,20/1/2023 2:41,0.41,低潮 (Low Tide),KCT,Kwai Chung (葵涌),2023
20/1/2023,2:42,20/1/2023 2:42,0.4,低潮 (Low Tide),CCH,Cheung Chau (長洲),2023
20/1/2023,2:45,20/1/2023 2:45,0.33,低潮 (Low Tide),SPW,Shek Pik (石壁),2023
20/1/2023,2:58,20/1/2023 2:58,0.25,低潮 (Low Tide),TAO,Tai O (大澳),2023
20/1/2023,3:02,20/1/2023 3:02,0.36,低潮 (Low Tide),MWC,Ma Wan (馬灣),2023
20/1/2023,3:32,20/1/2023 3:32,0.28,低潮 (Low Tide),CLK,Chek Lap Kok (赤?角),2023
20/1/2023,4:44,20/1/2023 4:44,0.24,低潮 (Low Tide),TBT,Tsim Bei Tsui (尖鼻咀),2023
20/1/2023,12:24,20/1/2023 12:24,1.41,低潮 (Low Tide),WAG,Waglan Island (橫瀾島),2023
20/1/2023,12:28,20/1/2023 12:28,1.27,低潮 (Low Tide),TMW,Tai Miu Wan (大廟灣),2023
20/1/2023,12:36,20/1/2023 12:36,1.2,低潮 (Low Tide),KLW,Ko Lau Wan (高流灣),2023
20/1/2023,12:36,20/1/2023 12:36,1.3,低潮 (Low Tide),QUB,Quarry Bay (?魚涌),2023
20/1/2023,12:36,20/1/2023 12:36,1.25,低潮 (Low Tide),TPK,Tai Po Kau (大埔滘),2023
20/1/2023,12:44,20/1/2023 12:44,1.32,低潮 (Low Tide),CCH,Cheung Chau (長洲),2023
20/1/2023,12:50,20/1/2023 12:50,1.32,低潮 (Low Tide),KCT,Kwai Chung (葵涌),2023
20/1/2023,13:00,20/1/2023 13:00,1.32,低潮 (Low Tide),SPW,Shek Pik (石壁),2023
20/1/2023,13:04,20/1/2023 13:04,1.29,低潮 (Low Tide),MWC,Ma Wan (馬灣),2023
20/1/2023,13:36,20/1/2023 13:36,1.33,低潮 (Low Tide),TAO,Tai O (大澳),2023
20/1/2023,13:47,20/1/2023 13:47,1.3,低潮 (Low Tide),CLK,Chek Lap Kok (赤?角),2023
20/1/2023,14:46,20/1/2023 14:46,1.25,低潮 (Low Tide),TBT,Tsim Bei Tsui (尖鼻咀),2023
20/1/2023,19:18,20/1/2023 19:18,2.49,高潮 (High Tide),TMW,Tai Miu Wan (大廟灣),2023
20/1/2023,19:20,20/1/2023 19:20,2.63,高潮 (High Tide),WAG,Waglan Island (橫瀾島),2023
20/1/2023,19:22,20/1/2023 19:22,2.59,高潮 (High Tide),CCH,Cheung Chau (長洲),2023
20/1/2023,19:31,20/1/2023 19:31,2.54,高潮 (High Tide),QUB,Quarry Bay (?魚涌),2023
20/1/2023,19:33,20/1/2023 19:33,2.65,高潮 (High Tide),SPW,Shek Pik (石壁),2023
20/1/2023,19:35,20/1/2023 19:35,2.59,高潮 (High Tide),KCT,Kwai Chung (葵涌),2023
20/1/2023,19:41,20/1/2023 19:41,2.63,高潮 (High Tide),MWC,Ma Wan (馬灣),2023
20/1/2023,19:58,20/1/2023 19:58,2.74,高潮 (High Tide),TAO,Tai O (大澳),2023
20/1/2023,20:05,20/1/2023 20:05,2.42,高潮 (High Tide),KLW,Ko Lau Wan (高流灣),2023
20/1/2023,20:05,20/1/2023 20:05,2.49,高潮 (High Tide),TPK,Tai Po Kau (大埔滘),2023
20/1/2023,20:06,20/1/2023 20:06,2.73,高潮 (High Tide),CLK,Chek Lap Kok (赤?角),2023
20/1/2023,20:24,20/1/2023 20:24,2.98,高潮 (High Tide),TBT,Tsim Bei Tsui (尖鼻咀),2023
21/1/2023,2:57,21/1/2023 2:57,0.29,低潮 (Low Tide),KLW,Ko Lau Wan (高流灣),2023
21/1/2023,2:57,21/1/2023 2:57,0.38,低潮 (Low Tide),TPK,Tai Po Kau (大埔滘),2023
21/1/2023,3:17,21/1/2023 3:17,0.29,低潮 (Low Tide),TMW,Tai Miu Wan (大廟灣),2023
21/1/2023,3:21,21/1/2023 3:21,0.44,低潮 (Low Tide),WAG,Waglan Island (橫瀾島),2023
21/1/2023,3:25,21/1/2023 3:25,0.29,低潮 (Low Tide),QUB,Quarry Bay (?魚涌),2023
21/1/2023,3:29,21/1/2023 3:29,0.22,低潮 (Low Tide),CCH,Cheung Chau (長洲),2023
21/1/2023,3:29,21/1/2023 3:29,0.24,低潮 (Low Tide),KCT,Kwai Chung (葵涌),2023
21/1/2023,3:34,21/1/2023 3:34,0.15,低潮 (Low Tide),SPW,Shek Pik (石壁),2023
21/1/2023,3:47,21/1/2023 3:47,0.05,低潮 (Low Tide),TAO,Tai O (大澳),2023
21/1/2023,3:52,21/1/2023 3:52,0.19,低潮 (Low Tide),MWC,Ma Wan (馬灣),2023
21/1/2023,4:23,21/1/2023 4:23,0.1,低潮 (Low Tide),CLK,Chek Lap Kok (赤?角),2023
21/1/2023,5:42,21/1/2023 5:42,0.04,低潮 (Low Tide),TBT,Tsim Bei Tsui (尖鼻咀),2023
21/1/2023,13:21,21/1/2023 13:21,1.38,低潮 (Low Tide),WAG,Waglan Island (橫瀾島),2023
21/1/2023,13:25,21/1/2023 13:25,1.24,低潮 (Low Tide),TMW,Tai Miu Wan (大廟灣),2023
21/1/2023,13:28,21/1/2023 13:28,1.16,低潮 (Low Tide),KLW,Ko Lau Wan (高流灣),2023
21/1/2023,13:28,21/1/2023 13:28,1.23,低潮 (Low Tide),TPK,Tai Po Kau (大埔滘),2023
21/1/2023,13:37,21/1/2023 13:37,1.27,低潮 (Low Tide),QUB,Quarry Bay (?魚涌),2023
21/1/2023,13:49,21/1/2023 13:49,1.29,低潮 (Low Tide),CCH,Cheung Chau (長洲),2023
21/1/2023,13:57,21/1/2023 13:57,1.29,低潮 (Low Tide),KCT,Kwai Chung (葵涌),2023
21/1/2023,14:03,21/1/2023 14:03,1.29,低潮 (Low Tide),SPW,Shek Pik (石壁),2023
21/1/2023,14:06,21/1/2023 14:06,1.26,低潮 (Low Tide),MWC,Ma Wan (馬灣),2023
21/1/2023,14:35,21/1/2023 14:35,1.29,低潮 (Low Tide),TAO,Tai O (大澳),2023
21/1/2023,14:43,21/1/2023 14:43,1.26,低潮 (Low Tide),CLK,Chek Lap Kok (赤?角),2023
21/1/2023,15:33,21/1/2023 15:33,1.22,低潮 (Low Tide),TBT,Tsim Bei Tsui (尖鼻咀),2023
21/1/2023,20:19,21/1/2023 20:19,2.6,高潮 (High Tide),TMW,Tai Miu Wan (大廟灣),2023
21/1/2023,20:20,21/1/2023 20:20,2.7,高潮 (High Tide),CCH,Cheung Chau (長洲),2023
21/1/2023,20:21,21/1/2023 20:21,2.74,高潮 (High Tide),WAG,Waglan Island (橫瀾島),2023
21/1/2023,20:26,21/1/2023 20:26,2.77,高潮 (High Tide),SPW,Shek Pik (石壁),2023
21/1/2023,20:29,21/1/2023 20:29,2.65,高潮 (High Tide),QUB,Quarry Bay (?魚涌),2023
21/1/2023,20:30,21/1/2023 20:30,2.71,高潮 (High Tide),KCT,Kwai Chung (葵涌),2023
21/1/2023,20:34,21/1/2023 20:34,2.75,高潮 (High Tide),MWC,Ma Wan (馬灣),2023
21/1/2023,20:50,21/1/2023 20:50,2.86,高潮 (High Tide),TAO,Tai O (大澳),2023
21/1/2023,21:00,21/1/2023 21:00,2.85,高潮 (High Tide),CLK,Chek Lap Kok (赤?角),2023
21/1/2023,21:10,21/1/2023 21:10,2.54,高潮 (High Tide),KLW,Ko Lau Wan (高流灣),2023
21/1/2023,21:10,21/1/2023 21:10,2.62,高潮 (High Tide),TPK,Tai Po Kau (大埔滘),2023
21/1/2023,21:17,21/1/2023 21:17,3.08,高潮 (High Tide),TBT,Tsim Bei Tsui (尖鼻咀),2023
22/1/2023,3:43,22/1/2023 3:43,0.18,低潮 (Low Tide),KLW,Ko Lau Wan (高流灣),2023
22/1/2023,3:43,22/1/2023 3:43,0.28,低潮 (Low Tide),TPK,Tai Po Kau (大埔滘),2023
22/1/2023,4:02,22/1/2023 4:02,0.2,低潮 (Low Tide),TMW,Tai Miu Wan (大廟灣),2023
22/1/2023,4:05,22/1/2023 4:05,0.36,低潮 (Low Tide),WAG,Waglan Island (橫瀾島),2023
22/1/2023,4:10,22/1/2023 4:10,0.2,低潮 (Low Tide),QUB,Quarry Bay (?魚涌),2023
22/1/2023,4:14,22/1/2023 4:14,0.12,低潮 (Low Tide),CCH,Cheung Chau (長洲),2023
22/1/2023,4:16,22/1/2023 4:16,0.14,低潮 (Low Tide),KCT,Kwai Chung (葵涌),2023
22/1/2023,4:20,22/1/2023 4:20,0.04,低潮 (Low Tide),SPW,Shek Pik (石壁),2023
22/1/2023,4:33,22/1/2023 4:33,-0.06,低潮 (Low Tide),TAO,Tai O (大澳),2023
22/1/2023,4:40,22/1/2023 4:40,0.1,低潮 (Low Tide),MWC,Ma Wan (馬灣),2023
22/1/2023,5:11,22/1/2023 5:11,0.01,低潮 (Low Tide),CLK,Chek Lap Kok (赤?角),2023
22/1/2023,6:31,22/1/2023 6:31,-0.08,低潮 (Low Tide),TBT,Tsim Bei Tsui (尖鼻咀),2023
22/1/2023,14:18,22/1/2023 14:18,1.33,低潮 (Low Tide),WAG,Waglan Island (橫瀾島),2023
22/1/2023,14:21,22/1/2023 14:21,1.11,低潮 (Low Tide),KLW,Ko Lau Wan (高流灣),2023
22/1/2023,14:21,22/1/2023 14:21,1.18,低潮 (Low Tide),TPK,Tai Po Kau (大埔滘),2023
22/1/2023,14:23,22/1/2023 14:23,1.18,低潮 (Low Tide),TMW,Tai Miu Wan (大廟灣),2023
22/1/2023,14:37,22/1/2023 14:37,1.21,低潮 (Low Tide),QUB,Quarry Bay (?魚涌),2023
22/1/2023,14:50,22/1/2023 14:50,1.23,低潮 (Low Tide),CCH,Cheung Chau (長洲),2023
22/1/2023,14:55,22/1/2023 14:55,1.23,低潮 (Low Tide),KCT,Kwai Chung (葵涌),2023
22/1/2023,15:02,22/1/2023 15:02,1.2,低潮 (Low Tide),MWC,Ma Wan (馬灣),2023
22/1/2023,15:03,22/1/2023 15:03,1.23,低潮 (Low Tide),SPW,Shek Pik (石壁),2023
22/1/2023,15:32,22/1/2023 15:32,1.22,低潮 (Low Tide),TAO,Tai O (大澳),2023
22/1/2023,15:36,22/1/2023 15:36,1.2,低潮 (Low Tide),CLK,Chek Lap Kok (赤?角),2023
22/1/2023,16:23,22/1/2023 16:23,1.16,低潮 (Low Tide),TBT,Tsim Bei Tsui (尖鼻咀),2023
22/1/2023,21:18,22/1/2023 21:18,2.75,高潮 (High Tide),CCH,Cheung Chau (長洲),2023
22/1/2023,21:21,22/1/2023 21:21,2.82,高潮 (High Tide),SPW,Shek Pik (石壁),2023
22/1/2023,21:21,22/1/2023 21:21,2.64,高潮 (High Tide),TMW,Tai Miu Wan (大廟灣),2023
22/1/2023,21:23,22/1/2023 21:23,2.79,高潮 (High Tide),WAG,Waglan Island (橫瀾島),2023
22/1/2023,21:24,22/1/2023 21:24,2.75,高潮 (High Tide),KCT,Kwai Chung (葵涌),2023
22/1/2023,21:26,22/1/2023 21:26,2.7,高潮 (High Tide),QUB,Quarry Bay (?魚涌),2023
22/1/2023,21:27,22/1/2023 21:27,2.8,高潮 (High Tide),MWC,Ma Wan (馬灣),2023
22/1/2023,21:43,22/1/2023 21:43,2.91,高潮 (High Tide),TAO,Tai O (大澳),2023
22/1/2023,21:50,22/1/2023 21:50,2.89,高潮 (High Tide),CLK,Chek Lap Kok (赤?角),2023
22/1/2023,22:05,22/1/2023 22:05,2.61,高潮 (High Tide),KLW,Ko Lau Wan (高流灣),2023
22/1/2023,22:05,22/1/2023 22:05,2.7,高潮 (High Tide),TPK,Tai Po Kau (大埔滘),2023
22/1/2023,22:12,22/1/2023 22:12,3.1,高潮 (High Tide),TBT,Tsim Bei Tsui (尖鼻咀),2023
23/1/2023,4:26,23/1/2023 4:26,0.17,低潮 (Low Tide),KLW,Ko Lau Wan (高流灣),2023
23/1/2023,4:26,23/1/2023 4:26,0.26,低潮 (Low Tide),TPK,Tai Po Kau (大埔滘),2023
23/1/2023,4:44,23/1/2023 4:44,0.2,低潮 (Low Tide),TMW,Tai Miu Wan (大廟灣),2023
23/1/2023,4:47,23/1/2023 4:47,0.37,低潮 (Low Tide),WAG,Waglan Island (橫瀾島),2023
23/1/2023,4:52,23/1/2023 4:52,0.2,低潮 (Low Tide),QUB,Quarry Bay (?魚涌),2023
23/1/2023,4:57,23/1/2023 4:57,0.11,低潮 (Low Tide),CCH,Cheung Chau (長洲),2023
23/1/2023,5:01,23/1/2023 5:01,0.14,低潮 (Low Tide),KCT,Kwai Chung (葵涌),2023
23/1/2023,5:04,23/1/2023 5:04,0.03,低潮 (Low Tide),SPW,Shek Pik (石壁),2023
23/1/2023,5:18,23/1/2023 5:18,-0.07,低潮 (Low Tide),TAO,Tai O (大澳),2023
23/1/2023,5:24,23/1/2023 5:24,0.1,低潮 (Low Tide),MWC,Ma Wan (馬灣),2023
23/1/2023,5:55,23/1/2023 5:55,0,低潮 (Low Tide),CLK,Chek Lap Kok (赤?角),2023
23/1/2023,7:14,23/1/2023 7:14,-0.13,低潮 (Low Tide),TBT,Tsim Bei Tsui (尖鼻咀),2023
